"x" "y"
"1" 0.0625853140520304 0.572617894533919
"2" 0.556310990730414 1.55388372075192
"3" -0.117241379966152 0.805198584628405
"4" -0.571979501382439 0.0487784746317191
"5" 0.273481695756334 -0.36642920778741
"6" -0.837199742496556 -0.179298432344661
"7" -0.163401770154868 0.511845555284575
"8" 0.528918894801747 0.0177740396208739
"9" -0.503475771440562 -0.543670312329934
"10" 1.22758487302991 -1.45483430795477
"11" -0.797062645973491 -1.02968334549316
"12" 0.181404401261684 -0.750869978004752
"13" -0.869790813796944 -1.31141139655673
"14" -1.38537374650787 -2.91452892292948
"15" -0.512605243005827 -2.89930008323204
"16" 1.12095679875579 -2.61929496544046
"17" -0.154378666645025 -1.26760036783652
"18" -0.357497790233233 -0.43959724455969
"19" 1.23648319682949 -0.791684142464807
"20" 0.753509513507574 -0.478499960390021
"21" 0.920593927970737 0.589267091339408
"22" 0.671574451911912 1.81602643606063
"23" 0.335675039624007 1.09296397582495
"24" -0.34528380817879 0.952817851578728
"25" 0.426552161395558 0.958117674212872
"26" -1.22608227004774 0.230495698840738
"27" -0.0382717284893779 -2.33368116069956
"28" 0.407349056635301 -2.30498489458076
"29" 0.429537123582602 -1.64012997766811
"30" -0.0363652306096841 -1.08660629935316
"31" -1.4911813410249 0.140794969772667
"32" 0.335471870753162 -0.747182703122783
"33" 0.833515427689746 -0.254793879831049
"34" 1.37247410731054 0.43350610709609
"35" -1.25312320625134 0.873613566292481
"36" 0.0213576793796264 -0.616538110185779
"37" 0.310277897405406 -0.220010409261209
"38" 0.723432279913227 1.13695793111561
"39" -0.0341133207364628 1.99706187579696
"40" 0.168403852910243 0.860952319347179
"41" 0.457380467731748 1.37763172941068
"42" 0.21319106318534 1.46347158731505
"43" -2.9962631949999 2.47429709276926
"44" -0.0406725462550969 -0.399775913848998
"45" 0.279389282723785 -0.746076451479726
"46" 0.921131439421012 0.756055674413064
"47" -0.834892234377584 1.03518006849141
"48" 1.13145224820712 -0.0726328653613095
"49" -0.948772082312821 0.255251630981781
"50" 1.39150094262967 -0.732162925622759
"51" -0.295147833556095 0.0679357768885254
"52" 0.5060651861311 0.797812163003612
"53" 2.90644023812446 1.47224937777959
"54" 0.031884055603057 2.65884536287445
"55" -0.855233451571794 1.80610835482619
"56" 0.75421152042141 1.88884839201705
"57" 1.03929397134349 2.58234988409893
"58" 2.41577011581735 2.63340692167329
"59" 1.49554346816152 2.76732293337237
"60" -0.763687929226721 2.30292962311265
"61" 0.303431902208039 1.92492608443506
"62" 0.433759888135916 3.01614540554673
"63" -0.0208205258290931 3.14232758645001
"64" -1.4917464170295 2.85538288430534
"65" -2.35506096495555 1.80815906715465
"66" 0.646327260900544 -1.33003649701865
"67" 0.413610775172658 -1.43633104962064
"68" 0.856346580476592 -0.106590523114437
"69" -1.52359506732598 0.709286124764192
"70" -0.00560718523419052 -0.788281978999848
"71" -1.31695790931737 0.0342441117194375
"72" -0.00862717139232557 -0.618683404622148
"73" -0.0308223811336633 -0.294658576509442
"74" -1.68384119611757 -0.155200073228908
"75" 0.663721621581811 -1.05857410429877
"76" -1.6514435022132 -0.288459691822604
"77" 0.53470433514113 -3.36653154138063
"78" 0.214155312428807 -2.59313544756984
"79" 0.68746282253803 -0.124378128416174
"80" 0.183254451731523 1.3906714387847
"81" -1.41739515588939 1.31433970209752
"82" 0.754737319350392 -0.379841513990982
"83" 0.888848672054151 0.243900744209081
